,Id_0,Id,Temporada,Ambito,Codreg,Codprov,Codcom,Numero,Nombre_inc,Utm_este,Utm_norte,Inicio_c,Combus_i,Causa_gene,Causa_espe,Pino_0010,Pino_11_17,Pino_18,Eucalipto,Otras_plan,Total_plan,Arbolado,Matorral,Pastizal,Total_veg,Agricola,Desechos,Total_otra,Sup_t_a,geometry
158,159,159.0,2016.0,EMPRESA,8.0,83.0,8303.0,20.0,COLICHEU PART.,216369.0,5893899.0,,,Faenas forestales,1.1.2. QUEMA ILEGAL DE DESECHOS DE COSECHA FORESTAL (QUEMA PARA REFORESTACION),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,MULTIPOINT (-3092898.2662485912 -4725065.815837832)
159,160,160.0,2016.0,EMPRESA,8.0,82.0,8205.0,213010411.0,HERRERA,117374.0,5843278.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0001,MULTIPOINT (-2974908.82993614 -4725352.010894949)
160,161,161.0,2016.0,CONAF,8.0,83.0,8313.0,10.0,LA CHICHARRA,183412.0,5880745.0,CAMINO SECUNDARIO,DESECHOS,Incendios intencionales,2.1.8. VANDALISMO (EXCLUIDOS TERRORISMO Y ATENTADO INCENDIARIO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.49,MULTIPOINT (-3055325.200910438 -4728591.856307827)
161,162,162.0,2016.0,CONAF,8.0,81.0,8111.0,12.0,RINCO 2,156088.0,5933689.0,CASA O REFUGIO,DESECHOS,Faenas forestales,1.1.1. QUEMA ILEGAL PARA REDUCCION DE COMBUSTIBLE (SILVICULTURA PREVENTIVA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.5,0.0,0.0,0.0,0.5,MULTIPOINT (-3055060.759722454 -4791796.575391071)
162,163,163.0,2016.0,CONAF,8.0,82.0,8207.0,13.0,ISLA MOCHA,69871.0,5739604.0,CASA O REFUGIO,MATORRAL,Incendios de causa desconocida,4.1.2. NO DETERMINADA (LA CAUSA NO ES INVESTIGADA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,MULTIPOINT (-2879685.8966473066 -4651516.451405771)
163,164,164.0,2016.0,CONAF,8.0,81.0,8111.0,14.0,LOS LINGUES,147583.0,5942261.0,CAMINO SECUNDARIO,DESECHOS,Faenas agricolas y pecuarias,1.2.4. QUEMA ILEGAL CON OTROS FINES AGRICOLAS (QUEMA SANITARIA OTRAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,MULTIPOINT (-3051144.5622120933 -4803970.343651921)
164,165,165.0,2016.0,EMPRESA,8.0,81.0,8106.0,213010429.0,ROBLE HUACHO,131466.0,5885983.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.04,MULTIPOINT (-3008861.562628161 -4758679.814556576)
165,166,166.0,2016.0,EMPRESA,8.0,81.0,8111.0,213070219.0,GRANEROS,152592.0,5957753.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.15,MULTIPOINT (-3063293.1222105483 -4816199.376223749)
166,167,167.0,2016.0,EMPRESA,8.0,83.0,8304.0,23.0,EL PORVENIR Y LAS MALVINAS PAR,193927.0,5858007.0,,,Actividades extincion incendios forestales   incendios estructurales u otros,1.6.1. REBROTE DE INCENDIO ANTERIOR DECLARADO CONTROLADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,30.0,30.0,55.0,MULTIPOINT (-3054217.046122489 -4701988.683095854)
167,168,168.0,2016.0,CONAF,8.0,83.0,8301.0,15.0,LA ESPERANZA II,193179.0,5858292.0,OTROS,DESECHOS,Transito de personas  vehiculos o aeronaves,1.7.1. USO DE FUEGO POR TRANSEUNTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,30.0,30.0,50.0,MULTIPOINT (-3053648.639262762 -4702622.278620938)
168,169,169.0,2016.0,EMPRESA,8.0,82.0,8206.0,213010438.0,PILPILCO ABAJO,110112.0,5833087.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,MULTIPOINT (-2963132.407303514 -4719315.509930512)
169,170,170.0,2016.0,EMPRESA,8.0,84.0,8419.0,3205.0,INCENDIO PROPIO RESERVA DE DADINCO,212731.0,5949110.0,,,Quema de desechos,1.8.1. QUEMA DE BASURAS DESECHOS VEGETALES U OTROS NO CLASIFICADOS (DISTINTOS DE VERTEDEROS O BASURALES AUTORIZADOS),0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,MULTIPOINT (-3116088.603096212 -4779188.315288348)
170,171,171.0,2016.0,EMPRESA,8.0,83.0,8301.0,25.0,PARC 27 EL SAUCE,185064.0,5855244.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.52,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.56,MULTIPOINT (-3044495.82946505 -4703692.526862647)
171,172,172.0,2016.0,CONAF,8.0,82.0,8201.0,17.0,BOCA LEBU NORTE,89770.0,5828954.0,CASA O REFUGIO,MATORRAL,Quema de desechos,1.8.13. USO DE FUEGO PARA ELIMINACION DE FAUNA NO DESEADA (ROEDORES REPTILES AVISPAS OTROS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.3,MULTIPOINT (-2942044.175398174 -4725339.4951169025)
172,173,173.0,2016.0,CONAF,8.0,82.0,8207.0,18.0,TRANAQUEPE,111434.0,5765370.0,CAMINO SECUNDARIO,DESECHOS,Incendios intencionales,2.1.2. CONFLICTO ENTRE PERSONAS (VENGANZA CONFLICTOS FAMILIARES Y PASIONALES OTROS),0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,227.0,227.0,229.0,MULTIPOINT (-2931241.652494413 -4655159.427710056)
173,174,174.0,2016.0,EMPRESA,8.0,81.0,8109.0,213010440.0,SAN JOSE Y AGUA BUENA,153317.0,5868173.0,,,Transito de personas  vehiculos o aeronaves,1.7.1. USO DE FUEGO POR TRANSEUNTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0075,0.0,0.0,0.0,0.0075,MULTIPOINT (-3020821.167926802 -4731321.969577322)
174,175,175.0,2016.0,EMPRESA,8.0,82.0,8205.0,213010442.0,SAUCE  EL (PARTE),117994.0,5842111.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0475,0.0,0.0475,0.0,0.0,0.0,0.0475,MULTIPOINT (-2974923.827778756 -4723954.301958231)
175,176,176.0,2016.0,EMPRESA,8.0,82.0,8205.0,213010444.0,COLCHA  LA,114697.0,5845030.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,0.0,0.208,0.0,0.0,0.0,0.208,MULTIPOINT (-2973245.951617076 -4728298.861325905)
176,177,177.0,2016.0,EMPRESA,8.0,83.0,8306.0,27.0,LA PERMUTA PART.,170074.0,5836252.0,,,Faenas forestales,1.1.1. QUEMA ILEGAL PARA REDUCCION DE COMBUSTIBLE (SILVICULTURA PREVENTIVA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.36,MULTIPOINT (-3021090.2443656498 -4693071.902438033)
177,178,178.0,2016.0,EMPRESA,8.0,84.0,8410.0,213070227.0,LOS REMOLINOS,201720.0,5906603.0,,,Transito de personas  vehiculos o aeronaves,1.7.1. USO DE FUEGO POR TRANSEUNTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.05,MULTIPOINT (-3085166.356105674 -4744194.232642861)
178,179,179.0,2016.0,EMPRESA,8.0,81.0,8111.0,213070228.0,LOS LEONES-S,147144.0,5938591.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.16,MULTIPOINT (-3048970.2494233167 -4800717.131335242)
179,180,180.0,2016.0,EMPRESA,8.0,81.0,8102.0,213010446.0,ARANEDA,139601.0,5889139.0,,,Faenas forestales,1.1.19. CHISPA MAQUINARIA EN FAENA FORESTAL (SKIDDER TRACTOR VEHICULO LIVIANO Y PESADO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,2.5,MULTIPOINT (-3018047.7473774487 -4757720.384017484)
180,181,181.0,2016.0,CONAF,8.0,84.0,8406.0,20.0,CHILLAN VIEJO,219033.0,5942189.0,CAMINO PRINCIPAL,PASTIZAL,Transito de personas  vehiculos o aeronaves,1.7.1. USO DE FUEGO POR TRANSEUNTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.4,0.0,0.0,0.0,0.4,MULTIPOINT (-3118743.20006266 -4769589.779947741)
181,182,182.0,2016.0,CONAF,8.0,81.0,8111.0,21.0,SOMATEJA,146631.0,5943367.0,SENDERO,PLANTACION EUCALIPTUS,Transito de personas  vehiculos o aeronaves,1.7.1. USO DE FUEGO POR TRANSEUNTES,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,MULTIPOINT (-3050776.2213393683 -4805470.584135098)
182,183,183.0,2016.0,EMPRESA,8.0,82.0,8202.0,213010447.0,CASTANOS  LOS,115264.0,5868360.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,1.2,MULTIPOINT (-2985096.484142295 -4749942.237295836)
183,184,184.0,2016.0,CONAF,8.0,84.0,8401.0,22.0,LOS MAITENES,224287.0,5941218.0,CASA O REFUGIO,PASTIZAL,Incendios intencionales,2.1.8. VANDALISMO (EXCLUIDOS TERRORISMO Y ATENTADO INCENDIARIO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.23,MULTIPOINT (-3123264.7296988773 -4766139.8620063905)
184,185,185.0,2016.0,EMPRESA,8.0,82.0,8206.0,213010448.0,CUYINCO ALTO,110687.0,5827087.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.009,0.0,0.0,0.0,0.009,MULTIPOINT (-2960750.186159487 -4713404.185625216)
185,186,186.0,2016.0,EMPRESA,8.0,83.0,8304.0,213070233.0,APELAHUE DOS,183212.0,5861842.0,,,Transito de personas  vehiculos o aeronaves,1.7.1. USO DE FUEGO POR TRANSEUNTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,1.34,0.0,0.0,0.0,1.34,MULTIPOINT (-3045956.750340519 -4710826.807523299)
186,187,187.0,2016.0,EMPRESA,8.0,82.0,8202.0,213010450.0,YANE EFA,89048.0,5857405.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.028,0.0,0.0,0.0,0.028,MULTIPOINT (-2955181.5930137434 -4752357.258541001)
187,188,188.0,2016.0,EMPRESA,8.0,81.0,8111.0,213070235.0,PLANTACION NORTE,147710.0,5938383.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,MULTIPOINT (-3049404.6382653904 -4800249.314081702)
188,189,189.0,2016.0,EMPRESA,8.0,82.0,8206.0,213010452.0,PILPILCO ABAJO,110118.0,5833106.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.005,MULTIPOINT (-2963147.2872129143 -4719330.42280378)
189,190,190.0,2016.0,EMPRESA,8.0,82.0,8201.0,213010453.0,PEHUEN,99044.0,5820944.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.3,MULTIPOINT (-2946835.4933679327 -4713315.663443014)
190,191,191.0,2016.0,CONAF,8.0,84.0,8418.0,23.0,VARIANTE SAN IGNACIO,223157.0,5923574.0,OTROS,MATORRAL,Faenas agricolas y pecuarias,1.2.4. QUEMA ILEGAL CON OTROS FINES AGRICOLAS (QUEMA SANITARIA OTRAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,MULTIPOINT (-3113689.018555681 -4749932.315865532)
191,192,192.0,2016.0,EMPRESA,8.0,82.0,8201.0,213010455.0,COLHUE-YENECO,97400.0,5812251.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,MULTIPOINT (-2941054.97555744 -4705969.059893308)
192,193,193.0,2016.0,EMPRESA,8.0,82.0,8201.0,213010456.0,BOCA LEBU,90461.0,5828942.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.03,MULTIPOINT (-2942685.8274447783 -4724992.007523209)
193,194,194.0,2016.0,EMPRESA,8.0,83.0,8303.0,213070244.0,STA. CAROLINA,202849.0,5885807.0,,,Transito de personas  vehiculos o aeronaves,1.7.1. USO DE FUEGO POR TRANSEUNTES,1.5,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,1.5,0.0,0.0,0.0,3.0,MULTIPOINT (-3076166.626294448 -4723954.602952231)
194,195,195.0,2016.0,EMPRESA,8.0,82.0,8205.0,213010459.0,COLCHA  LA,115255.0,5846713.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.03,MULTIPOINT (-2974587.858528661 -4729608.475043679)
195,196,196.0,2016.0,CONAF,8.0,83.0,8304.0,25.0,CANCHA RAYADA,194261.0,5864413.0,CAMINO SECUNDARIO,MATORRAL,Transito de personas  vehiculos o aeronaves,1.7.1. USO DE FUEGO POR TRANSEUNTES,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,MULTIPOINT (-3057650.1614211695 -4707883.0914775655)
196,197,197.0,2016.0,EMPRESA,8.0,82.0,8205.0,213010461.0,COLCHA  LA,114684.0,5845040.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,MULTIPOINT (-2973238.601654928 -4728314.571119644)
197,198,198.0,2016.0,EMPRESA,8.0,82.0,8205.0,213010462.0,HERRERA,117401.0,5843319.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,MULTIPOINT (-2974954.1257427805 -4725377.398553299)
198,199,199.0,2016.0,EMPRESA,8.0,81.0,8111.0,213070255.0,PLANTACION NORTE,147098.0,5938576.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.15,MULTIPOINT (-3048919.6420065816 -4800725.041202635)
199,200,200.0,2016.0,EMPRESA,8.0,82.0,8205.0,213010464.0,EL DESCABEZADO 2,116352.0,5839028.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.075,0.0,0.0,0.0,0.075,MULTIPOINT (-2971882.053286214 -4721857.075302385)
200,201,201.0,2016.0,EMPRESA,8.0,82.0,8205.0,213010465.0,SAUCE  EL (PARTE),118487.0,5841998.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048,0.0,0.0048,0.0,0.0,0.0,0.0048,MULTIPOINT (-2975332.0046506487 -4723608.414226666)
201,202,202.0,2016.0,EMPRESA,8.0,81.0,8106.0,213010471.0,LOTA,131696.0,5887411.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.04,MULTIPOINT (-3009768.181996511 -4759912.99869911)
202,203,203.0,2016.0,CONAF,8.0,84.0,8401.0,27.0,ULTRA ESTACION,224512.0,5945082.0,CAMINO PRINCIPAL,PASTIZAL,Incendios intencionales,2.1.8. VANDALISMO (EXCLUIDOS TERRORISMO Y ATENTADO INCENDIARIO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.8,MULTIPOINT (-3125337.390701024 -4769701.465169342)
203,204,204.0,2016.0,CONAF,8.0,82.0,8206.0,28.0,PANGUE,104782.0,5804567.0,CAMINO SECUNDARIO,PLANTACION EUCALIPTUS,Transito de personas  vehiculos o aeronaves,1.7.1. USO DE FUEGO POR TRANSEUNTES,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,MULTIPOINT (-2944222.0981002487 -4695161.242209598)
204,205,205.0,2016.0,EMPRESA,8.0,81.0,8111.0,213070269.0,SAN JOSE DEL RAYO,156643.0,5938992.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,MULTIPOINT (-3058130.708221575 -4796538.24539035)
205,206,206.0,2016.0,EMPRESA,8.0,81.0,8111.0,213070271.0,LOS LEONES-S,146820.0,5938841.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.0,0.0,0.0,0.13,MULTIPOINT (-3048784.400814506 -4801108.481004624)
206,207,207.0,2016.0,EMPRESA,8.0,81.0,8106.0,213010487.0,ROBLE HUACHO,131067.0,5885474.0,,,Quema de desechos,1.8.1. QUEMA DE BASURAS DESECHOS VEGETALES U OTROS NO CLASIFICADOS (DISTINTOS DE VERTEDEROS O BASURALES AUTORIZADOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,MULTIPOINT (-3008239.9454864576 -4758393.506561073)
207,208,208.0,2016.0,EMPRESA,8.0,82.0,8206.0,213010488.0,LOS ALAMOS Y SAN AMBROSIO,105127.0,5826013.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,MULTIPOINT (-2955010.072677114 -4715105.211368568)
208,209,209.0,2016.0,EMPRESA,8.0,82.0,8205.0,213010496.0,COLCHA  LA,115262.0,5847301.0,,,Faenas forestales,1.1.1. QUEMA ILEGAL PARA REDUCCION DE COMBUSTIBLE (SILVICULTURA PREVENTIVA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,MULTIPOINT (-2974880.1096829004 -4730157.380634053)
209,210,210.0,2016.0,CONAF,8.0,83.0,8303.0,29.0,CABRERO,197185.0,5894156.0,CAMINO PRINCIPAL,MATORRAL,Transito de personas  vehiculos o aeronaves,1.7.1. USO DE FUEGO POR TRANSEUNTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.4,MULTIPOINT (-3074850.700192898 -4734602.843938205)
210,211,211.0,2016.0,CONAF,8.0,84.0,8401.0,30.0,LOS MAITENES II,224995.0,5941611.0,OTROS,MATORRAL,Actividades recreativas,1.4.3. USO DE FUEGO EN AREAS DE CAMPING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,MULTIPOINT (-3124126.2668907642 -4766172.390105387)
211,212,212.0,2016.0,EMPRESA,8.0,81.0,8111.0,213070280.0,LOS LEONES-S,147033.0,5939097.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.7,MULTIPOINT (-3049108.2091384945 -4801247.90879502)
212,213,213.0,2016.0,EMPRESA,8.0,81.0,8106.0,213010498.0,LOTA,131901.0,5887698.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,MULTIPOINT (-3010099.8569489624 -4760084.137563815)
213,214,214.0,2016.0,EMPRESA,8.0,82.0,8206.0,213010499.0,LOS ALAMOS Y SAN AMBROSIO,107950.0,5824645.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,MULTIPOINT (-2956991.9461817173 -4712446.323356768)
214,215,215.0,2016.0,EMPRESA,8.0,83.0,8304.0,37.0,LOS ALAMOS Y OTROS,184040.0,5864008.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.13,MULTIPOINT (-3047792.2238081284 -4712470.555191867)
215,216,216.0,2016.0,EMPRESA,8.0,82.0,8205.0,213010500.0,HERRERA,118056.0,5842432.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,MULTIPOINT (-2975138.1586658875 -4724225.699260496)
216,217,217.0,2016.0,EMPRESA,8.0,81.0,8101.0,213070283.0,SAN ENRIQUE BIOBIO,143361.0,5905523.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.6,MULTIPOINT (-3029499.453900923 -4771345.646361019)
217,218,218.0,2016.0,EMPRESA,8.0,83.0,8301.0,213070284.0,COLONIA SANTA FE PARCELA 75 L-1,177980.0,5847313.0,,,Faenas agricolas y pecuarias,1.2.4. QUEMA ILEGAL CON OTROS FINES AGRICOLAS (QUEMA SANITARIA OTRAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.09,MULTIPOINT (-3033943.249268585 -4699653.451741399)
218,219,219.0,2016.0,EMPRESA,8.0,82.0,8205.0,213010501.0,EL DESCABEZADO 2,116800.0,5839395.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.09,MULTIPOINT (-2972481.3492665766 -4721983.838036969)
219,220,220.0,2016.0,EMPRESA,8.0,82.0,8207.0,39.0,RANQUILHUE,115189.0,5770616.0,,,Incendios intencionales,2.1.3. ATENTADO INCENDIARIO POR CONFLICTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,1.8,MULTIPOINT (-2937340.153318805 -4658230.667157855)
220,221,221.0,2016.0,EMPRESA,8.0,84.0,8414.0,3230.0,INCENDIO PROPIO EL TOLLO,167155.0,5992022.0,,,Actividades recreativas,1.4.1. USO DE FUEGO PARA ACTIVIDADES RECREATIVAS EN AREAS NO HABILITADAS (EXCURSIONES PASEANTES ASADOS),0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.18,MULTIPOINT (-3093415.8240251583 -4841651.512455728)
221,222,222.0,2016.0,EMPRESA,8.0,81.0,8101.0,213070286.0,MIRAFLORES Y OTROS FBB,150557.0,5914471.0,,,Accidentes electricos,1.9.3. CORTE DE CABLE POR CAIDA DE TENDIDO ELECTRICO O POSTACION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.55,0.0,0.0,0.0,0.55,MULTIPOINT (-3040597.565636914 -4776316.991507327)
222,223,223.0,2016.0,EMPRESA,8.0,83.0,8304.0,40.0,EL PORVERNIR Y LAS MALVIN PART,193595.0,5857628.0,,,Incendios de causa desconocida,4.1.1. DESCONOCIDA (SE INVESTIGA PERO NO ES POSIBLE ESTABLECER LA CAUSA ORIGEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,MULTIPOINT (-3053718.647582487 -4701792.016184885)
223,224,224.0,2016.0,EMPRESA,8.0,81.0,8106.0,213010507.0,LOTA,131564.0,5887464.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,MULTIPOINT (-3009669.5230428195 -4760026.677645499)
224,225,225.0,2016.0,EMPRESA,8.0,83.0,8301.0,213070287.0,STA. ELCIRA ARR.2022,193056.0,5856960.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.12,MULTIPOINT (-3052883.8495672867 -4701422.955661565)
225,226,226.0,2016.0,CONAF,8.0,82.0,8203.0,31.0,CRUCE PONOTRO,111812.0,5804278.0,CAMINO PRINCIPAL,MATORRAL,Faenas forestales,1.1.1. QUEMA ILEGAL PARA REDUCCION DE COMBUSTIBLE (SILVICULTURA PREVENTIVA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.05,MULTIPOINT (-2950673.6037517227 -4691453.834931225)
226,227,227.0,2016.0,CONAF,8.0,84.0,8401.0,32.0,LOS MAITENES III,225099.0,5941492.0,OTROS,PASTIZAL,Incendios intencionales,2.1.1. PIROMANO (INSANO MENTAL QUE DISFRUTA DEL FUEGO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,1.2,0.0,0.0,0.0,1.2,MULTIPOINT (-3124167.7754136785 -4766009.319174901)
